id,X,state,date,mean,ML,Low_90,High_90,Low_50,High_50,sd,pendiente,sma_7,sma_14
1,248527,26001,28/03/2020,1.240879975,1.193728284,0.743316586,1.715287822,0.996859823,1.322319516,0.325459693,0,1.239843619,1.238563546
2,248528,26001,29/03/2020,1.241959091,1.189315697,0.68885966,1.718712705,1.016452773,1.340372573,0.3239198,0.000148051,1.23999167,1.238729005
3,248529,26001,30/03/2020,1.241686344,1.187878867,0.753115753,1.77895026,0.982965094,1.312231659,0.329266564,0.00030221,1.24029388,1.238971544
4,248530,26001,31/03/2020,1.239346912,1.184342427,0.768152091,1.802894766,0.980346613,1.311353529,0.331006916,0.000263246,1.240557127,1.239194601
5,248531,26001,01/04/2020,1.237899127,1.180690173,0.746246249,1.771872869,0.976877487,1.310046866,0.333169379,-7.10E-05,1.240486169,1.239250556
6,248532,26001,02/04/2020,1.238333677,1.185310128,0.771931298,1.830186385,0.972399024,1.300980527,0.328581503,-0.000277785,1.240208384,1.239203097
7,248533,26001,03/04/2020,1.23880021,1.18448512,0.709209061,1.78871113,0.997368672,1.331321375,0.333952703,-0.000215706,1.239992678,1.239186678
8,248534,26001,04/04/2020,1.238622504,1.184004032,0.645490537,1.74923682,1.004600469,1.341511262,0.336910793,-0.000149058,1.239843619,1.239203583
9,248535,26001,05/04/2020,1.239154424,1.183360056,0.716073699,1.835658235,1.007512048,1.358439616,0.350927568,-0.000322496,1.239521124,1.239207794
10,248536,26001,06/04/2020,1.237341418,1.184676622,0.735118583,1.883005327,1.008649659,1.361068626,0.352418966,-0.000400667,1.239120457,1.239249999
11,248537,26001,07/04/2020,1.237261345,1.180654347,0.722378916,1.862929589,0.940909894,1.296557636,0.355647742,-0.000620704,1.238499753,1.239162705
12,248538,26001,08/04/2020,1.235531027,1.182982363,0.65007498,1.760298356,0.98965889,1.343502586,0.353843696,-0.000297938,1.238201815,1.23906969
13,248539,26001,09/04/2020,1.238258739,1.184823336,0.716392107,1.819845111,0.996165596,1.349331713,0.353166117,-0.0003383,1.237863515,1.238853082
14,248540,26001,10/04/2020,1.234814846,1.180310706,0.649342125,1.794936173,0.962161801,1.314140514,0.351978713,-1.07E-05,1.23785281,1.23883131
15,248541,26001,11/04/2020,1.232806128,1.182492978,0.64978013,1.788770787,0.93771184,1.293999248,0.356287408,-0.000569338,1.237283472,1.238563546
16,248542,26001,12/04/2020,1.229279772,1.178694533,0.768732793,1.91326106,0.937528678,1.285219009,0.347690332,-0.000830911,1.236452561,1.237986842
17,248543,26001,13/04/2020,1.225467663,1.180624105,0.642861107,1.761058887,0.939462212,1.292599475,0.353137262,-0.001410665,1.235041896,1.237081177
18,248544,26001,14/04/2020,1.22586988,1.181779723,0.701431921,1.787404409,0.945730139,1.303583883,0.357853744,-0.001696251,1.233345646,1.235922699
19,248545,26001,15/04/2020,1.225086387,1.178452469,0.666819672,1.786112574,0.952463313,1.313693563,0.361230249,-0.001627352,1.231718294,1.234960054
20,248546,26001,16/04/2020,1.225237903,1.174335431,0.664646944,1.784719838,0.948095169,1.306972363,0.358877194,-0.001492091,1.230226202,1.234044859
21,248547,26001,17/04/2020,1.222289928,1.171638788,0.667250814,1.816445474,0.96525794,1.315879383,0.350621443,-0.00186012,1.228366083,1.233109446
22,248548,26001,18/04/2020,1.218804697,1.1725807,0.619446011,1.75374299,0.987892018,1.33401799,0.346125972,-0.001789274,1.226576809,1.23193014
23,248549,26001,19/04/2020,1.216207864,1.173004502,0.69004373,1.816208645,0.947749282,1.28422109,0.336471809,-0.002000204,1.224576604,1.230514583
24,248550,26001,20/04/2020,1.215894376,1.170714323,0.645318772,1.769852438,0.944400364,1.284725373,0.340325009,-0.001867415,1.222709189,1.228875543
25,248551,26001,21/04/2020,1.212480748,1.171211892,0.65250505,1.770680824,1.012957697,1.347919088,0.334961391,-0.001367612,1.221341577,1.227343611
26,248552,26001,22/04/2020,1.209697195,1.163195585,0.65857527,1.799335157,1.00442356,1.347225242,0.342801683,-0.001912733,1.219428843,1.225573569
27,248553,26001,23/04/2020,1.205841243,1.16355049,0.637362582,1.777959936,0.981008377,1.329651616,0.348643239,-0.002198456,1.217230387,1.223728295
28,248554,26001,24/04/2020,1.205591095,1.164332541,0.596342276,1.728578598,0.931119825,1.274815415,0.343695589,-0.002770951,1.214459436,1.221412759
29,248555,26001,25/04/2020,1.205550372,1.1624471,0.589499944,1.721403686,0.934735278,1.27692158,0.342186302,-0.002385548,1.212073888,1.219325349
30,248556,26001,26/04/2020,1.203855251,1.164622616,0.653417369,1.743691457,0.944906375,1.278319602,0.333413226,-0.001893475,1.210180413,1.217378509
31,248557,26001,27/04/2020,1.20374109,1.164008984,0.640495142,1.749609844,0.939835549,1.272762543,0.332926994,-0.001764659,1.208415754,1.215562472
32,248558,26001,28/04/2020,1.202329575,1.164291978,0.578754711,1.717610937,0.934247133,1.270448557,0.336201425,-0.001736184,1.206679571,1.214010574
33,248559,26001,29/04/2020,1.201254238,1.166108789,0.651313685,1.763520292,0.913943726,1.253823561,0.339879835,-0.001450168,1.205229403,1.212329123
34,248560,26001,30/04/2020,1.201100969,1.156551964,0.579764782,1.73494,0.928423105,1.264537321,0.336114215,-0.001206137,1.204023266,1.210626827
35,248561,26001,01/05/2020,1.196651645,1.157587214,0.592487702,1.744822164,0.925126958,1.264419068,0.33929211,-0.000677182,1.203346084,1.20890276
36,248562,26001,02/05/2020,1.194252864,1.160210896,0.573581879,1.752544234,0.920195134,1.260453892,0.340258758,-0.001277064,1.20206902,1.207071454
37,248563,26001,03/05/2020,1.191188816,1.154685374,0.591466593,1.746018349,0.921256943,1.258422815,0.337165872,-0.00161393,1.20045509,1.205317752
38,248564,26001,04/05/2020,1.189954404,1.154974459,0.639546353,1.815785233,0.931126176,1.265429125,0.334302949,-0.001809491,1.1986456,1.203530677
39,248565,26001,05/05/2020,1.188483915,1.152918483,0.589648218,1.740172276,0.952492165,1.28952792,0.337035756,-0.001969526,1.196676073,1.201677822
40,248566,26001,06/05/2020,1.187216687,1.149537724,0.609285934,1.728959298,0.93390604,1.271537146,0.337631106,-0.001977951,1.194698122,1.199963762
41,248567,26001,07/05/2020,1.188738109,1.147139635,0.600278724,1.740454081,0.924629247,1.257885246,0.333255999,-0.002005364,1.192692757,1.198358012
42,248568,26001,08/05/2020,1.187797268,1.153366218,0.675633809,1.826850076,0.939364185,1.271371605,0.33200742,-0.001766123,1.190926634,1.197136359
43,248569,26001,09/05/2020,1.188891332,1.145209189,0.672468279,1.837724899,0.934638061,1.265142884,0.330504824,-0.001264911,1.189661723,1.195865372
44,248570,26001,10/05/2020,1.184200566,1.145528487,0.730930689,1.88606672,0.969918231,1.303148966,0.333230735,-0.000765933,1.18889579,1.19467544
45,248571,26001,11/05/2020,1.182371538,1.140057395,0.68537321,1.847979145,0.988284513,1.322757159,0.334472646,-0.000998321,1.187897469,1.193271534
46,248572,26001,12/05/2020,1.180474982,1.143649738,0.666956878,1.830330213,0.993764698,1.332747377,0.338982679,-0.001083267,1.186814202,1.191745138
47,248573,26001,13/05/2020,1.177655467,1.142591232,0.609735395,1.770105186,0.946861229,1.277690359,0.33082913,-0.001144133,1.185670069,1.190184095
48,248574,26001,14/05/2020,1.17517338,1.144764574,0.609949623,1.732251238,0.991166758,1.328564643,0.337397885,-0.001365889,1.18430418,1.188498469
49,248575,26001,15/05/2020,1.17518185,1.141836718,0.672048499,1.787397478,0.984899592,1.320709809,0.335810218,-0.001937818,1.182366362,1.186646498
50,248576,26001,16/05/2020,1.172508157,1.135621857,0.709521678,1.789185171,1.003933253,1.332078245,0.328144992,-0.001802203,1.180564159,1.185112941
51,248577,26001,17/05/2020,1.172680805,1.132388827,0.679101628,1.740355479,0.994053006,1.320916966,0.32686396,-0.002340454,1.178223706,1.183559748
52,248578,26001,18/05/2020,1.170964482,1.134967508,0.656071705,1.726017237,0.962385199,1.288525411,0.326140213,-0.00164568,1.176578025,1.182237747
53,248579,26001,19/05/2020,1.169622608,1.135705316,0.638901365,1.713729589,0.971177535,1.292415646,0.321238111,-0.001629579,1.174948446,1.180881324
54,248580,26001,20/05/2020,1.165778642,1.13026117,0.702533264,1.76982959,0.970075685,1.294511319,0.324435635,-0.001550339,1.173398107,1.179534088
55,248581,26001,21/05/2020,1.165436131,1.130933807,0.656332424,1.705244151,0.937086068,1.259484222,0.322398154,-0.001696689,1.171701418,1.178002799
56,248582,26001,22/05/2020,1.161192488,1.128713331,0.647298848,1.704806732,0.965929658,1.286298188,0.32036853,-0.001391036,1.170310382,1.176338372
57,248583,26001,23/05/2020,1.159932529,1.127413681,0.759630484,1.811474032,0.954316224,1.270864625,0.316548401,-0.00199848,1.168311902,1.174438031
58,248584,26001,24/05/2020,1.157949104,1.127759539,0.747297019,1.805090422,0.938141241,1.25973287,0.321591629,-0.001796518,1.166515384,1.172369545
59,248585,26001,25/05/2020,1.154583599,1.129592689,0.730664906,1.761792573,1.001576606,1.320274893,0.318698288,-0.002104529,1.164410855,1.17049444
60,248586,26001,26/05/2020,1.153600875,1.133956492,0.668769379,1.675970704,0.958270062,1.270228228,0.311958166,-0.002340126,1.162070729,1.168509587
61,248587,26001,27/05/2020,1.154088726,1.134619014,0.630751451,1.650927411,0.959790162,1.272429131,0.312638969,-0.002288819,1.15978191,1.166590008
62,248588,26001,28/05/2020,1.15536741,1.132938277,0.640499075,1.686293769,0.944889929,1.259965904,0.315075975,-0.001669988,1.158111922,1.16490667
63,248589,26001,29/05/2020,1.153979416,1.129529311,0.658190231,1.691988596,0.923127779,1.23606467,0.312936891,-0.001438389,1.156673533,1.163491958
64,248590,26001,30/05/2020,1.149945854,1.124502454,0.664045845,1.669783118,0.969619764,1.276300966,0.306681202,-0.001030439,1.155643094,1.161977498
65,248591,26001,31/05/2020,1.148685679,1.129015437,0.665506393,1.668557092,0.935714031,1.241338247,0.305624217,-0.001426668,1.154216426,1.160365905
66,248592,26001,01/06/2020,1.143185351,1.122449376,0.662540797,1.645396462,0.961980177,1.261427516,0.299447339,-0.001323346,1.15289308,1.158651967
67,248593,26001,02/06/2020,1.14301481,1.118839676,0.653447249,1.648366398,0.957278655,1.249569953,0.292291297,-0.001628321,1.151264759,1.156667744
68,248594,26001,03/06/2020,1.142018004,1.119251009,0.66440354,1.680579362,0.966563982,1.263617897,0.297053915,-0.001512295,1.149752464,1.154767187
69,248595,26001,04/06/2020,1.136773597,1.119599532,0.651956289,1.680844111,0.947169062,1.251533579,0.304364517,-0.001724389,1.148028075,1.153069998
70,248596,26001,05/06/2020,1.136799857,1.121020673,0.689383833,1.696466716,0.949765804,1.257631164,0.30786536,-0.002656259,1.145371816,1.151022674
71,248597,26001,06/06/2020,1.135972972,1.120936742,0.678559311,1.694288163,0.952533827,1.262100047,0.30956622,-0.002454223,1.142917593,1.149280344
72,248598,26001,07/06/2020,1.131946775,1.116528224,0.618574237,1.630941774,0.961408455,1.27313565,0.311727195,-0.001996126,1.140921467,1.147568947
73,248599,26001,08/06/2020,1.131638493,1.115292031,0.686111909,1.698461019,0.975045225,1.279923865,0.30487864,-0.002391272,1.138530195,1.145711638
74,248600,26001,09/06/2020,1.130447526,1.118587235,0.643404099,1.658327723,0.987753105,1.288661759,0.300908653,-0.001649551,1.136880644,1.144072701
75,248601,26001,10/06/2020,1.127245649,1.120152156,0.618035252,1.590428689,0.975960502,1.281383674,0.305423172,-0.001795326,1.135085318,1.142418891
76,248602,26001,11/06/2020,1.124523392,1.116608208,0.663105514,1.63756956,0.930319397,1.238305266,0.307985869,-0.002110336,1.132974981,1.140501528
77,248603,26001,12/06/2020,1.124504416,1.117237755,0.651907904,1.621111443,0.969425811,1.278611625,0.309185813,-0.001750029,1.131224952,1.138298384
78,248604,26001,13/06/2020,1.122112941,1.115987613,0.537824952,1.55865507,0.956829053,1.26124121,0.304412157,-0.001756492,1.12946846,1.136193027
79,248605,26001,14/06/2020,1.121293038,1.110778616,0.596080041,1.585571505,0.976377427,1.281482693,0.305105265,-0.001980004,1.127488456,1.134204962
80,248606,26001,15/06/2020,1.121459142,1.111335614,0.607131114,1.571667378,0.977686016,1.285505364,0.307819348,-0.001521962,1.125966494,1.132248344
81,248607,26001,16/06/2020,1.12278983,1.10847102,0.603473064,1.562914218,0.972389723,1.27938378,0.306994058,-0.001454193,1.124512301,1.130696472
82,248608,26001,17/06/2020,1.12318952,1.109626718,0.650848213,1.618454763,0.932821395,1.242882384,0.310060989,-0.001093957,1.123418344,1.129251831
83,248609,26001,18/06/2020,1.121073147,1.109014081,0.646733206,1.580422004,0.950138546,1.248839019,0.298700473,-0.000579447,1.122838897,1.127906939
84,248610,26001,19/06/2020,1.122859424,1.110589311,0.675621069,1.63308126,0.946672196,1.237159508,0.290487312,-0.000492892,1.122346005,1.126785478
85,248611,26001,20/06/2020,1.117741367,1.10873965,0.677341053,1.626860906,0.988424091,1.277235626,0.288811535,-0.000234999,1.122111006,1.125789733
86,248612,26001,21/06/2020,1.113860095,1.112708903,0.605993898,1.544900601,0.948370189,1.240775547,0.292405358,-0.000624511,1.121486495,1.124487476
87,248613,26001,22/06/2020,1.111676635,1.1088668,0.62123628,1.553938952,0.960521025,1.262158591,0.301637566,-0.001061849,1.120424646,1.12319557
88,248614,26001,23/06/2020,1.107502546,1.106614932,0.634948461,1.559387056,0.969092698,1.258625041,0.289532343,-0.001397501,1.119027145,1.121769723
89,248615,26001,24/06/2020,1.106806741,1.103321624,0.66016182,1.559907681,0.968663908,1.257311181,0.288647274,-0.002183898,1.116843248,1.120130796
90,248616,26001,25/06/2020,1.10414782,1.104538015,0.581679129,1.525281932,0.938951262,1.224509469,0.285558207,-0.002340397,1.114502851,1.118670874
91,248617,26001,26/06/2020,1.103986884,1.106941653,0.646954981,1.561246545,0.968038577,1.257911414,0.289872837,-0.002417904,1.112084947,1.117215476
92,248618,26001,27/06/2020,1.102388241,1.09891468,0.65519702,1.597486488,0.946359674,1.23311419,0.286754516,-0.002696077,1.10938887,1.115749938
93,248619,26001,28/06/2020,1.104557397,1.098103878,0.649315813,1.578159827,0.97890563,1.262528863,0.283623233,-0.002193304,1.107195566,1.114341031
94,248620,26001,29/06/2020,1.101784412,1.093987337,0.663273994,1.55602637,0.929985263,1.215523429,0.285538167,-0.001328957,1.105866609,1.113145628
95,248621,26001,30/06/2020,1.099713009,1.094983053,0.679867444,1.560647479,0.969080501,1.256576267,0.287495767,-0.001413175,1.104453434,1.11174029
96,248622,26001,01/07/2020,1.100048776,1.091497668,0.721878455,1.554859491,0.937891558,1.223878882,0.285987323,-0.001112791,1.103340643,1.110091946
97,248623,26001,02/07/2020,1.099892326,1.097878993,0.613625008,1.486454107,0.951116094,1.236773992,0.285657898,-0.000965424,1.10237522,1.108439035
98,248624,26001,03/07/2020,1.101574866,1.094993208,0.701306553,1.558078505,0.958215855,1.243699829,0.285483975,-0.000607928,1.101767292,1.10692612
99,248625,26001,04/07/2020,1.098019033,1.093957879,0.649944601,1.518981999,0.976286555,1.252854291,0.276567735,-0.000344574,1.101422718,1.105405794
100,248626,26001,05/07/2020,1.097322715,1.087749298,0.702764211,1.539491638,0.987605873,1.264613389,0.277007516,-0.000624173,1.100798546,1.103997056
101,248627,26001,06/07/2020,1.09721919,1.086905143,0.663130063,1.510802366,0.915422297,1.197316059,0.281893762,-0.001033526,1.09976502,1.102815814
102,248628,26001,07/07/2020,1.098882143,1.093361929,0.688534657,1.531340662,0.968014181,1.249602973,0.281588792,-0.000652174,1.099112845,1.10178314
103,248629,26001,08/07/2020,1.096350025,1.091827297,0.645805746,1.497280449,0.924746535,1.204678577,0.279932043,-0.000118695,1.09899415,1.101167397
104,248630,26001,09/07/2020,1.09751562,1.092480989,0.66709015,1.50240158,0.960466088,1.244825666,0.284359578,-0.000528393,1.098465757,1.100420488
105,248631,26001,10/07/2020,1.098462305,1.090501258,0.711035404,1.519326565,0.91806186,1.19834353,0.28028167,-0.00033953,1.098126228,1.09994676
106,248632,26001,11/07/2020,1.097592095,1.080679429,0.655276523,1.467409382,0.903273344,1.188452088,0.285178744,-0.000444652,1.097681576,1.099552147
107,248633,26001,12/07/2020,1.09868059,1.082449879,0.701280683,1.539379705,0.974705433,1.254596129,0.279890695,-6.10E-05,1.097620585,1.099209565
108,248634,26001,13/07/2020,1.09786206,1.080425011,0.728690858,1.557432346,0.899359976,1.181173881,0.281813905,0.000193982,1.097814567,1.098789793
109,248635,26001,14/07/2020,1.097957261,1.07863701,0.668913332,1.486653587,0.959123403,1.238907334,0.279783931,9.18E-05,1.097906406,1.098509625
110,248636,26001,15/07/2020,1.09435347,1.076538154,0.651886611,1.472437621,0.955088593,1.231102361,0.276013769,-0.000132126,1.09777428,1.098384215
111,248637,26001,16/07/2020,1.094900847,1.075593068,0.667897473,1.483948202,0.959937071,1.236542958,0.276605887,-0.000285222,1.097489057,1.097977407
112,248638,26001,17/07/2020,1.092630625,1.077249254,0.638010961,1.442049067,0.948391855,1.2325763,0.284184445,-0.000373539,1.097115518,1.097620873
113,248639,26001,18/07/2020,1.087422924,1.077691352,0.691256399,1.479026147,0.957385111,1.233582915,0.276197804,-0.000833097,1.096282421,1.096981999
114,248640,26001,19/07/2020,1.087548881,1.073947074,0.642586011,1.453839564,0.953186302,1.237700323,0.284514021,-0.001452739,1.094829682,1.096225134
115,248641,26001,20/07/2020,1.0843261,1.079614154,0.684106046,1.497940544,0.984317607,1.274146124,0.289828517,-0.001590244,1.093239438,1.095527003
116,248642,26001,21/07/2020,1.08250914,1.079086267,0.619386335,1.435426108,0.94997856,1.236870207,0.286891647,-0.001933709,1.091305729,1.094606068
117,248643,26001,22/07/2020,1.083140424,1.07760894,0.650605842,1.485961784,0.977527696,1.259004247,0.281476551,-0.002206874,1.089098855,1.093436567
118,248644,26001,23/07/2020,1.082780949,1.08136713,0.642890036,1.486113795,0.965209392,1.252616131,0.28740674,-0.001601864,1.087496991,1.092493024
119,248645,26001,24/07/2020,1.086464213,1.085514215,0.668002911,1.493442607,0.93916621,1.226240613,0.287074403,-0.001731414,1.085765577,1.091440548
120,248646,26001,25/07/2020,1.086717502,1.08304614,0.676484572,1.536077592,0.944017433,1.238080493,0.29406306,-0.000880916,1.084884662,1.090583541
121,248647,26001,26/07/2020,1.085060322,1.083116895,0.669077219,1.53620753,0.934470192,1.22099475,0.286524558,-0.000100775,1.084783887,1.089806785
122,248648,26001,27/07/2020,1.085082755,1.082783348,0.646668305,1.510130937,0.947589414,1.234408426,0.286819013,-0.000355508,1.084428379,1.088833908
123,248649,26001,28/07/2020,1.084949466,1.07852578,0.6604008,1.530688182,0.93415008,1.218903078,0.284752998,0.000108094,1.084536472,1.087921101
124,248650,26001,29/07/2020,1.086619217,1.078710554,0.688457275,1.526826255,0.947793281,1.23536964,0.287576358,0.000348618,1.08488509,1.086991973
125,248651,26001,30/07/2020,1.088462571,1.077078273,0.663781457,1.493924857,0.90798468,1.194035362,0.286050682,0.00049697,1.085382061,1.086439526
126,248652,26001,31/07/2020,1.093988942,1.084422318,0.666290667,1.483758011,0.92055046,1.204896189,0.284345729,0.00081166,1.086193721,1.085979649
127,248653,26001,01/08/2020,1.093779746,1.080102766,0.648595995,1.460943979,0.934894001,1.224725879,0.289831879,0.001074961,1.087268682,1.086076672
128,248654,26001,02/08/2020,1.095655604,1.086188445,0.711874246,1.524126279,0.943158262,1.233598357,0.290440094,0.001008892,1.088277574,1.086530731
129,248655,26001,03/08/2020,1.097942089,1.08592612,0.690286285,1.514321453,0.917038953,1.211700447,0.294661494,0.001513612,1.089791186,1.087109782
130,248656,26001,04/08/2020,1.097044455,1.077798796,0.706858727,1.545283633,0.919676816,1.213229312,0.293552496,0.001837048,1.091628234,1.088082353
131,248657,26001,05/08/2020,1.096040113,1.084212778,0.69162704,1.522118708,0.923812306,1.213591404,0.289779097,0.001727856,1.093356089,1.08912059
132,248658,26001,06/08/2020,1.097960739,1.079835783,0.685171111,1.515484391,0.972312093,1.26319058,0.290878487,0.001345842,1.094701931,1.090041996
133,248659,26001,07/08/2020,1.097185783,1.085805634,0.680432895,1.51808533,0.893097173,1.188070224,0.294973051,0.001356881,1.096058813,1.091126267
134,248660,26001,08/08/2020,1.096128289,1.08278071,0.656847667,1.498910948,0.904290708,1.193239845,0.288949137,0.000456692,1.096515504,1.091892093
135,248661,26001,09/08/2020,1.096455099,1.084300974,0.680163477,1.524895941,0.895422504,1.189994348,0.294571844,0.000335506,1.09685101,1.092564292
136,248662,26001,10/08/2020,1.099529393,1.087308127,0.632943522,1.501380063,0.917335493,1.212305325,0.294969833,0.000114214,1.096965224,1.093378205
137,248663,26001,11/08/2020,1.09852712,1.085813949,0.650767431,1.514435297,0.934073132,1.235265416,0.301192284,0.000226758,1.097191982,1.094410108
138,248664,26001,12/08/2020,1.101271222,1.091463283,0.614183697,1.496873796,0.890610998,1.184099028,0.293488029,0.000211809,1.097403791,1.09537994
139,248665,26001,13/08/2020,1.107239378,1.086546634,0.633061495,1.54037454,0.87503104,1.174279483,0.299248443,0.000747301,1.098151092,1.096426512
140,248666,26001,14/08/2020,1.108515465,1.087160433,0.641370383,1.560507981,0.879194824,1.17866149,0.299466666,0.00132552,1.099476612,1.097767712
141,248667,26001,15/08/2020,1.110411233,1.090163092,0.653403813,1.567731744,0.886637769,1.18158094,0.294943171,0.001618526,1.101095138,1.098805321
142,248668,26001,16/08/2020,1.114075984,1.093793004,0.647378623,1.567391417,0.904613475,1.201983001,0.297369527,0.002040421,1.103135559,1.099993284
143,248669,26001,17/08/2020,1.114720336,1.096806929,0.650061103,1.553043583,0.878191403,1.190830831,0.312639429,0.002517269,1.105652828,1.101309026
144,248670,26001,18/08/2020,1.117083269,1.101501015,0.643648589,1.56142345,0.888875484,1.200425484,0.31155,0.002170135,1.107822963,1.102507472
145,248671,26001,19/08/2020,1.120792367,1.100615639,0.665362743,1.588473164,0.888922373,1.201472594,0.312550221,0.002650878,1.110473841,1.103938816
146,248672,26001,20/08/2020,1.122068917,1.098466175,0.711076091,1.638772631,0.880849224,1.198483502,0.317634278,0.002788735,1.113262576,1.105706834
147,248673,26001,21/08/2020,1.122818567,1.10298789,0.67822437,1.650330021,0.940486395,1.256617962,0.316131567,0.002118506,1.115381082,1.107428847
148,248674,26001,22/08/2020,1.121383553,1.103386669,0.651225007,1.652839966,0.867430039,1.189998913,0.322568874,0.0020433,1.117424382,1.10925976
149,248675,26001,23/08/2020,1.119395565,1.103877658,0.642257127,1.655176971,0.941951411,1.266562386,0.324610975,0.001567474,1.118991856,1.111063707
150,248676,26001,24/08/2020,1.121563292,1.103860616,0.652858874,1.671780478,0.897259426,1.224703003,0.327443578,0.00075994,1.119751796,1.112702312
151,248677,26001,25/08/2020,1.121858199,1.101150367,0.685699131,1.71852211,0.941194597,1.26987043,0.328675833,0.000977565,1.120729361,1.114276162
152,248678,26001,26/08/2020,1.120637211,1.097409165,0.665432885,1.714423435,0.928193379,1.266679016,0.338485637,0.000682133,1.121411494,1.115942668
153,248679,26001,27/08/2020,1.11613666,1.096592274,0.597534904,1.639826746,0.889083975,1.231626323,0.342542348,-2.22E-05,1.121389329,1.117325953
154,248680,26001,28/08/2020,1.114939407,1.094877736,0.602135469,1.664474265,0.837281541,1.174844417,0.337562875,-0.000847465,1.120541864,1.117961473
155,248681,26001,29/08/2020,1.110977866,1.095778017,0.626123368,1.702965219,0.93200665,1.269876598,0.337869948,-0.001125594,1.119416269,1.118420326
156,248682,26002,28/03/2020,1.229460241,1.192229982,1.011898429,1.495510218,1.091636769,1.265302189,0.17366542,0,1.228888181,1.228388348
157,248683,26002,29/03/2020,1.22904057,1.18955777,0.994342235,1.473208026,1.092973021,1.263770243,0.170797222,8.17E-05,1.228969904,1.228464911
158,248684,26002,30/03/2020,1.228533317,1.190918127,1.005400176,1.484742906,1.06005284,1.23215876,0.17210592,2.18E-05,1.228991674,1.228511499
159,248685,26002,31/03/2020,1.228418941,1.195297268,1.002229924,1.481832898,1.080425591,1.249499092,0.169073502,-5.07E-05,1.228940979,1.228521854
160,248686,26002,01/04/2020,1.228729863,1.192262305,1.001154509,1.474851001,1.073564493,1.241445902,0.167881409,-6.70E-05,1.228873945,1.228524039
161,248687,26002,02/04/2020,1.228866053,1.192295409,1.018117387,1.505023668,1.066884469,1.233013932,0.166129464,-2.26E-05,1.228851328,1.228548433
162,248688,26002,03/04/2020,1.229168284,1.192306823,0.983984335,1.464835256,1.059041796,1.222007801,0.162966005,-3.16E-06,1.228848167,1.228582555
163,248689,26002,04/04/2020,1.228959053,1.191264524,1.000860161,1.473779771,1.067314223,1.231787337,0.164473114,4.00E-05,1.228888181,1.228638264
164,248690,26002,05/04/2020,1.22863827,1.193523265,0.986343937,1.449444044,1.055246605,1.222665063,0.167418458,-7.16E-05,1.228816583,1.228679029
165,248691,26002,06/04/2020,1.228119643,1.194824116,1.000742314,1.443378729,1.072018387,1.23946975,0.167451364,-5.75E-05,1.228759112,1.228696881
166,248692,26002,07/04/2020,1.228356923,1.188586855,0.997016014,1.447460712,1.058150865,1.222871067,0.164720202,-5.91E-05,1.228700015,1.228677687
167,248693,26002,08/04/2020,1.227604541,1.188534414,1.00345038,1.456091207,1.073453159,1.238891276,0.165438117,-8.86E-06,1.228691155,1.228675443
168,248694,26002,09/04/2020,1.226971843,1.189600814,1.001980081,1.449200888,1.06051952,1.219412454,0.158892934,-0.00016076,1.228530395,1.228619457
169,248695,26002,10/04/2020,1.226569324,1.193156938,0.998520783,1.446643626,1.067538301,1.229491096,0.161952795,-0.000270601,1.228259794,1.228518278
170,248696,26002,11/04/2020,1.225754723,1.190736666,1.024812052,1.465367249,1.05687239,1.218964049,0.162091659,-0.00037128,1.227888514,1.228388348
171,248697,26002,12/04/2020,1.225539269,1.192321521,1.012896657,1.454856483,1.063417099,1.225536464,0.162119365,-0.000457761,1.227430752,1.228123668
172,248698,26002,13/04/2020,1.226126363,1.195363106,1.00925717,1.442044652,1.065291694,1.228390675,0.163098981,-0.000442714,1.226988038,1.227873575
173,248699,26002,14/04/2020,1.226302241,1.193496442,1.016970783,1.447972042,1.051781619,1.213834481,0.162052862,-0.000284754,1.226703284,1.227701649
174,248700,26002,15/04/2020,1.225295582,1.191083804,1.012928218,1.438552246,1.055847295,1.218911253,0.163063957,-0.000293526,1.226409758,1.227550457
175,248701,26002,16/04/2020,1.226032796,1.193900658,1.021181261,1.444854793,1.070636617,1.231986375,0.161349758,-0.000329851,1.226079906,1.227305151
176,248702,26002,17/04/2020,1.226024334,1.194319356,1.014034804,1.439573318,1.053231283,1.21526789,0.162036607,-0.00013415,1.225945757,1.227102775
177,248703,26002,18/04/2020,1.225324519,1.192593403,1.009755308,1.440374423,1.074429397,1.231781175,0.157351778,-7.79E-05,1.225867901,1.226878207
178,248704,26002,19/04/2020,1.225042005,1.192677194,0.99770821,1.428935176,1.07770751,1.233257354,0.155549844,-6.15E-05,1.225806443,1.226618598
179,248705,26002,20/04/2020,1.225101011,1.194406507,0.996136555,1.427674872,1.076450905,1.232541802,0.156090897,-7.10E-05,1.225735406,1.226361722
180,248706,26002,21/04/2020,1.225352215,1.193267266,1.017903089,1.438870177,1.067487391,1.221996777,0.154509386,-0.000146479,1.225588927,1.226146105
181,248707,26002,22/04/2020,1.22587623,1.192442995,1.003927049,1.42170844,1.076542683,1.234391803,0.15784912,-0.000135718,1.225453209,1.225931483
182,248708,26002,23/04/2020,1.224694944,1.193780641,1.022877761,1.432433753,1.091942752,1.245636195,0.153693442,8.29E-05,1.225536159,1.225808032
183,248709,26002,24/04/2020,1.224189422,1.194022168,1.007412129,1.41832729,1.084846263,1.239354996,0.154508733,-0.000191122,1.225345037,1.225645397
